-9;0
-0.00;-22.7
0.30;2158.3
1.41;4347.5
2.53;6552.9
3.56;6552.9
6.11;6536.6
9.98;6426.7
14.15;6304.7
18.14;6137.8
21.77;5889.6
24.92;5462.4
27.55;4880.5
29.29;4266.1
30.76;3688.3
31.83;3204.1
32.76;2793.1
33.47;2463.5
34.07;2170.5
34.60;1930.5
35.04;1714.8
35.42;1552.1
35.75;1434.0
36.03;1324.2
36.28;1222.5
36.49;1104.5
36.68;1039.4
36.84;953.9
36.99;901.0
37.12;827.8
37.24;787.1
37.34;726.0
37.44;685.4
37.52;660.9
37.60;628.4
37.68;583.6
37.74;538.9
37.80;514.5
37.86;522.6
37.91;506.3
37.96;490.0
38.01;453.4
38.05;424.9
38.09;408.7
38.12;416.8
38.16;404.6
38.19;400.5
38.22;351.7
38.25;347.6
38.27;323.2
38.29;331.3
38.32;323.2
38.34;311.0
38.36;286.6
38.38;270.3
38.40;258.1
38.41;278.5
38.43;274.4
38.45;282.5
38.47;274.4
38.48;266.2
38.50;254.0
38.51;217.4
38.52;217.4
38.53;217.4
38.54;225.6
2022;1;21;13;43;54
-9;0
19.19;-2.3
19.15;1316.0
20.31;2638.5
20.67;3965.0
21.29;3977.2
23.44;3985.3
26.16;4017.9
28.85;4009.7
31.07;3737.1
32.80;3220.3
34.16;2577.4
35.28;2056.6
36.08;1649.7
36.73;1295.7
37.21;1047.5
37.60;848.1
37.87;701.6
38.09;571.4
38.26;457.5
38.40;392.4
38.50;335.4
38.59;311.0
38.66;286.6
38.71;241.8
38.76;201.1
38.80;172.7
38.82;180.8
38.84;188.9
38.86;168.6
38.87;156.4
38.88;156.4
38.89;168.6
38.90;176.7
38.91;176.7
38.91;156.4
38.92;148.2
38.92;140.1
38.93;136.0
38.93;127.9
38.93;115.7
38.94;111.6
38.94;103.5
38.94;107.6
38.95;103.5
38.95;103.5
38.95;107.6
38.95;140.1
38.95;144.2
38.95;152.3
38.95;119.8
38.96;119.8
38.96;91.3
38.98;99.4
38.96;87.2
38.98;95.3
38.97;83.1
38.99;107.6
38.99;103.5
38.99;115.7
38.99;91.3
38.99;103.5
2022;1;21;13;44;28
-9;0
1.57;18.0
1.53;2504.2
2.96;4982.2
4.28;7464.3
4.90;7439.9
6.03;7391.1
6.61;7297.5
7.15;7183.6
8.22;7094.0
8.77;7020.8
9.84;7008.6
10.38;6996.4
11.44;6992.3
11.98;6980.1
13.02;6955.7
13.55;6967.9
14.57;6923.1
15.09;6894.7
15.59;6837.7
16.59;6813.3
17.08;6756.3
18.03;6687.1
18.52;6589.5
19.44;6524.4
20.35;6422.7
21.67;6304.7
22.52;6105.3
23.72;5881.5
24.84;5580.4
25.87;5267.1
26.83;4953.7
27.73;4677.1
28.56;4404.4
29.10;4115.5
29.83;3855.1
30.50;3619.1
31.12;3411.6
31.70;3191.9
32.23;2996.5
32.58;2789.0
33.05;2618.1
33.49;2443.2
33.87;2325.2
34.24;2174.6
34.58;2028.1
34.81;1873.5
35.11;1784.0
35.39;1702.6
35.64;1588.7
35.87;1458.5
36.10;1324.2
36.25;1238.7
36.44;1165.5
36.62;1128.9
36.78;1084.1
36.93;1027.1
37.07;953.9
37.18;888.8
37.31;827.8
37.42;774.9
37.52;738.2
37.62;713.8
37.71;660.9
37.78;624.3
37.87;583.6
37.94;567.4
38.00;534.8
38.07;490.0
38.13;473.8
38.18;449.3
38.23;429.0
38.29;420.9
38.32;384.2
38.37;392.4
38.40;372.0
38.45;396.5
38.48;355.8
38.51;315.1
38.53;282.5
38.56;270.3
38.59;266.2
38.62;262.2
38.65;262.2
38.67;250.0
38.68;209.3
38.70;209.3
2022;1;21;13;47;47
-9;0
-0.00;-10.4
-0.00;7826.5
1.21;7753.2
2.63;7814.3
3.28;7741.0
4.50;7765.4
5.12;7618.9
6.28;7570.1
6.86;7484.7
7.43;7435.8
8.55;7460.3
9.13;7435.8
10.24;7399.2
10.82;7399.2
11.92;7399.2
12.49;7350.4
13.03;7326.0
14.10;7277.1
14.66;7252.7
15.69;7130.7
16.22;7094.0
17.23;6959.8
17.75;6972.0
18.71;6874.3
19.69;6727.8
21.06;6520.3
22.38;6239.6
23.60;5934.4
24.40;5629.2
25.49;5336.2
26.50;4909.0
27.43;4713.7
28.30;4384.1
29.10;4164.4
29.62;3908.0
30.32;3639.5
30.98;3444.1
31.57;3187.8
32.14;3029.1
32.65;2821.6
32.98;2626.3
33.44;2492.0
33.85;2345.5
34.23;2174.6
34.59;2113.6
34.92;1881.6
35.14;1808.4
35.43;1686.3
35.70;1576.5
35.94;1515.4
36.17;1491.0
36.39;1332.3
36.54;1259.1
36.73;1137.0
36.90;1137.0
37.05;1051.6
37.21;1039.4
37.35;953.9
37.45;856.3
37.58;819.6
37.69;758.6
37.78;758.6
37.89;734.2
37.98;709.8
38.05;636.5
38.14;612.1
38.21;612.1
38.27;636.5
38.34;526.7
38.40;477.8
38.45;453.4
38.51;526.7
38.56;416.8
38.60;392.4
38.65;429.0
38.69;392.4
38.73;355.8
38.77;392.4
38.80;343.6
38.83;306.9
38.85;319.1
38.88;319.1
38.92;270.3
38.94;282.5
38.97;294.7
38.98;294.7
2022;1;21;14;15;39
-9;0
14.96;4591.6
16.12;4603.8
17.22;4493.9
17.95;4542.8
18.98;4542.8
19.68;4518.4
20.38;4506.2
21.37;4420.7
22.05;4371.9
22.70;4286.4
23.65;4274.2
24.58;4188.8
25.46;4091.1
26.33;3956.8
27.14;3798.1
27.68;3602.8
28.43;3444.1
29.12;3248.8
29.76;3102.3
30.37;2907.0
30.94;2748.3
31.32;2589.6
31.83;2431.0
32.30;2284.5
32.72;2113.6
33.14;2003.7
33.51;1930.5
33.76;1808.4
34.10;1771.8
34.41;1527.6
34.68;1454.4
34.95;1405.6
35.20;1271.3
35.37;1246.9
35.59;1173.6
35.79;1051.6
35.97;990.5
36.14;978.3
36.30;856.3
36.42;831.8
36.56;758.6
36.69;783.0
36.81;636.5
36.91;660.9
37.02;624.3
37.10;563.3
37.20;551.1
37.29;502.2
37.36;538.9
37.43;441.2
37.49;441.2
37.55;416.8
37.62;465.6
37.68;355.8
37.72;343.6
37.77;343.6
37.81;306.9
37.85;343.6
37.90;282.5
37.94;282.5
37.97;258.1
37.99;233.7
38.01;294.7
38.06;233.7
38.09;184.9
38.12;209.3
38.13;245.9
38.15;209.3
38.17;184.9
38.20;136.0
38.22;172.7
38.24;221.5
2022;1;21;14;16;31
-9;0
15.39;5104.3
16.59;5140.9
17.80;5067.7
18.60;5055.5
19.38;4982.2
20.51;4957.8
21.27;4957.8
22.01;4847.9
23.07;4750.3
23.78;4677.1
24.79;4530.6
25.74;4371.9
26.66;4201.0
27.26;3969.0
28.08;3700.5
28.85;3529.6
29.57;3297.7
30.22;3187.8
30.84;2907.0
31.42;2809.4
31.80;2614.1
32.31;2418.8
32.78;2296.7
33.21;2174.6
33.61;2003.7
33.98;1808.4
34.23;1759.6
34.56;1661.9
34.86;1527.6
35.13;1417.8
35.39;1356.7
35.63;1222.5
35.80;1173.6
36.01;1112.6
36.21;990.5
36.37;990.5
36.54;905.1
36.70;868.5
36.81;795.2
36.95;770.8
37.07;746.4
37.18;587.7
37.28;551.1
37.38;599.9
37.46;575.5
37.55;502.2
37.63;490.0
37.69;502.2
37.77;441.2
37.83;429.0
37.89;404.6
37.95;392.4
38.00;380.2
38.04;368.0
38.08;331.3
38.12;294.7
38.17;294.7
38.21;282.5
38.24;245.9
38.26;209.3
38.29;294.7
38.32;209.3
38.35;123.8
38.38;209.3
38.40;209.3
38.41;197.1
38.43;258.1
38.45;197.1
38.48;123.8
2022;1;21;14;17;24
-9;0
15.99;7020.8
17.29;6874.3
18.38;6776.7
19.92;6618.0
20.92;6447.1
21.89;6300.6
23.25;6044.2
24.14;5739.1
25.34;5494.9
26.11;5226.4
27.18;4799.1
28.17;4603.8
28.80;4274.2
29.66;3969.0
30.46;3700.5
31.18;3419.7
31.84;3273.2
32.46;3053.5
32.86;2785.0
33.40;2565.2
33.89;2369.9
34.33;2199.0
34.74;2077.0
35.13;1918.3
35.38;1808.4
35.71;1637.5
36.02;1552.1
36.29;1417.8
36.54;1393.4
36.78;1234.7
36.95;1161.4
37.16;1112.6
37.35;1027.1
37.52;941.7
37.67;953.9
37.82;795.2
37.93;746.4
38.06;673.1
38.18;685.4
38.29;697.6
38.38;599.9
38.47;612.1
38.55;538.9
38.63;526.7
38.71;502.2
38.78;526.7
38.83;404.6
38.89;380.2
38.94;404.6
39.00;404.6
39.04;331.3
39.09;331.3
39.12;282.5
39.15;294.7
39.20;319.1
39.23;294.7
39.26;221.5
39.29;258.1
39.30;221.5
39.33;245.9
39.35;233.7
39.38;233.7
39.40;197.1
39.42;197.1
39.42;184.9
39.44;148.2
2022;1;21;14;18;18
