2022;1;21;15;4;41;36.40;44.80;56.69;57.13;57.63;57.56
2022;1;21;15;4;42;36.40;44.80;56.75;57.13;57.63;57.56
2022;1;21;15;4;43;36.40;44.80;56.75;57.13;57.69;57.63
2022;1;21;15;4;43;36.40;44.90;56.75;57.19;57.69;57.63
2022;1;21;15;4;44;36.40;44.90;56.75;57.19;57.69;57.63
2022;1;21;15;4;45;36.40;44.90;56.75;57.19;57.75;57.63
2022;1;21;15;4;46;36.40;44.90;56.75;57.25;57.69;57.63
2022;1;21;15;4;47;36.40;44.90;56.75;57.19;57.69;57.63
2022;1;21;15;4;47;36.40;44.90;56.75;57.25;57.69;57.63
2022;1;21;15;4;48;36.40;44.90;56.75;57.19;57.75;57.63
2022;1;21;15;5;21;36.30;45.30;57.19;57.81;58.00;57.88
2022;1;21;15;5;22;36.30;45.30;57.19;57.88;58.00;57.88
2022;1;21;15;5;22;36.30;45.30;57.19;57.88;58.06;57.94
2022;1;21;15;5;23;36.30;45.60;57.19;57.81;58.06;58.00
2022;1;21;15;5;33;36.30;45.50;57.25;57.88;58.25;58.06
2022;1;21;15;5;34;36.30;45.50;57.25;57.88;58.31;58.13
2022;1;21;15;5;34;36.30;45.50;57.25;57.94;58.31;58.13
2022;1;21;15;5;35;36.40;45.40;57.31;57.94;58.31;58.13
2022;1;21;15;5;36;36.40;45.40;57.31;58.00;58.38;58.19
2022;1;21;15;5;37;36.40;45.40;57.31;58.06;58.38;58.19
2022;1;21;15;5;37;36.40;45.40;57.38;58.06;58.38;58.19
2022;1;21;15;5;38;36.40;45.40;57.38;58.06;58.38;58.25
2022;1;21;15;5;39;36.40;45.40;57.38;58.06;58.38;58.25
2022;1;21;15;5;40;36.40;45.50;57.44;58.06;58.38;58.25
2022;1;21;15;5;40;36.40;45.50;57.44;58.13;58.31;58.25
2022;1;21;15;5;41;36.40;45.50;57.44;58.13;58.38;58.31
2022;1;21;15;5;42;36.40;45.60;57.44;58.13;58.38;58.31
2022;1;21;15;5;43;36.40;45.60;57.50;58.19;58.44;58.38
2022;1;21;15;5;43;36.40;45.60;57.50;58.19;58.44;58.38
2022;1;21;15;5;44;36.50;45.60;57.50;58.25;58.50;58.38
2022;1;21;15;5;45;36.50;45.60;57.56;58.25;58.50;58.44
2022;1;21;15;5;46;36.50;45.60;57.56;58.25;58.56;58.44
2022;1;21;15;5;46;36.50;45.60;57.63;58.31;58.56;58.50
2022;1;21;15;5;47;36.50;45.60;57.63;58.31;58.56;58.50
2022;1;21;15;5;48;36.50;45.60;57.63;58.38;58.56;58.50
2022;1;21;15;5;49;36.50;45.50;57.63;58.38;58.56;58.56
2022;1;21;15;5;49;36.50;45.50;57.69;58.44;58.63;58.56
2022;1;21;15;5;50;36.50;45.50;57.69;58.44;58.63;58.63
2022;1;21;15;5;51;36.60;45.40;57.69;58.50;58.63;58.63
2022;1;21;15;5;52;36.60;45.40;57.69;58.50;58.69;58.69
2022;1;21;15;5;52;36.60;45.40;57.75;58.56;58.69;58.69
2022;1;21;15;5;53;36.60;45.30;57.75;58.56;58.75;58.69
2022;1;21;15;5;54;36.60;45.30;57.81;58.63;58.81;58.75
2022;1;21;15;5;55;36.60;45.30;57.81;58.63;58.81;58.75
2022;1;21;15;5;56;36.60;45.20;57.81;58.63;58.81;58.75
2022;1;21;15;5;56;36.60;45.20;57.75;58.69;58.88;58.81
2022;1;21;15;5;57;36.60;45.20;57.75;58.69;58.88;58.81
2022;1;21;15;5;58;36.60;45.10;57.75;58.75;58.88;58.81
2022;1;21;15;5;59;36.60;45.10;57.75;58.75;58.94;58.81
2022;1;21;15;5;59;36.60;45.10;57.75;58.75;58.94;58.88
