2022;2;2;14;45;55;15.77;33.60;55.00
2022;2;2;14;45;56;15.80;33.60;55.00
2022;2;2;14;45;56;15.85;33.60;55.00
2022;2;2;14;45;57;15.84;33.60;54.70
2022;2;2;14;45;58;15.85;33.60;54.70
2022;2;2;14;45;59;15.85;33.60;54.70
2022;2;2;14;46;0;15.84;33.60;54.70
2022;2;2;14;46;1;15.84;33.60;54.70
2022;2;2;14;46;2;15.84;33.60;54.70
2022;2;2;14;46;2;15.84;33.60;54.60
2022;2;2;14;46;3;15.85;33.60;54.60
2022;2;2;14;46;4;15.84;33.60;54.60
2022;2;2;14;46;5;15.84;33.60;54.60
2022;2;2;14;46;6;15.84;33.60;54.60
2022;2;2;14;46;7;15.84;33.60;54.60
2022;2;2;14;46;8;15.84;33.60;54.60
2022;2;2;14;46;9;15.84;33.60;54.60
2022;2;2;14;46;9;15.84;33.60;54.60
2022;2;2;14;46;10;15.84;33.60;54.50
2022;2;2;14;46;11;15.84;33.60;54.50
2022;2;2;14;46;12;15.84;33.60;54.50
2022;2;2;14;46;13;15.84;33.60;54.40
2022;2;2;14;46;14;15.84;33.60;54.40
2022;2;2;14;46;15;15.84;33.60;54.40
2022;2;2;14;46;15;15.84;33.60;54.40
2022;2;2;14;47;7;15.82;33.60;54.40
2022;2;2;14;47;8;15.83;33.60;54.40
2022;2;2;14;47;9;15.83;33.60;54.40
2022;2;2;14;47;10;15.82;33.60;54.60
2022;2;2;14;47;11;15.83;33.60;54.60
2022;2;2;14;47;12;15.83;33.60;54.60
2022;2;2;14;47;12;15.82;33.60;54.40
2022;2;2;14;47;13;15.83;33.60;54.40
2022;2;2;14;47;14;15.83;33.60;54.40
2022;2;2;14;47;15;15.83;33.60;54.30
2022;2;2;14;47;16;15.83;33.60;54.30
2022;2;2;14;47;17;15.82;33.60;54.30
2022;2;2;14;47;18;15.82;33.60;54.10
2022;2;2;14;47;19;15.83;33.60;54.10
2022;2;2;14;47;19;15.82;33.60;54.10
2022;2;2;14;47;20;15.82;33.60;54.00
2022;2;2;14;47;21;15.82;33.60;54.00
2022;2;2;14;47;22;15.82;33.60;54.00
2022;2;2;14;47;23;15.82;33.60;53.90
2022;2;2;14;47;24;15.82;33.60;53.90
2022;2;2;14;47;25;15.82;33.60;53.90
2022;2;2;14;47;25;15.82;33.70;53.80
2022;2;2;14;47;26;15.82;33.70;53.80
2022;2;2;14;47;27;15.82;33.70;53.80
2022;2;2;14;47;28;15.82;33.70;53.70
2022;2;2;14;47;29;15.82;33.70;53.70
2022;2;2;14;47;30;15.82;33.70;53.70
2022;2;2;14;47;31;15.81;33.60;53.70
2022;2;2;14;47;32;15.81;33.60;53.70
2022;2;2;14;47;32;15.81;33.60;53.70
2022;2;2;14;47;33;15.81;33.70;53.70
2022;2;2;14;47;34;15.66;33.70;53.70
2022;2;2;14;47;35;15.63;33.70;53.70
2022;2;2;14;47;36;15.62;33.70;53.60
2022;2;2;14;47;37;15.62;33.70;53.60
2022;2;2;14;47;38;15.63;33.70;53.60
2022;2;2;14;47;39;15.63;33.70;53.70
2022;2;2;14;47;8;15.49;33.70;55.40
2022;2;2;14;47;8;15.50;33.70;55.40
2022;2;2;14;47;9;15.50;33.70;55.40
2022;2;2;14;47;10;15.49;33.70;55.70
2022;2;2;14;47;11;15.49;33.70;55.70
2022;2;2;14;47;12;15.49;33.70;55.70
2022;2;2;14;47;13;15.48;33.70;55.60
2022;2;2;14;47;14;15.48;33.70;55.60
2022;2;2;14;47;15;15.48;33.70;55.60
2022;2;2;14;47;15;15.48;33.70;55.50
2022;2;2;14;47;16;15.48;33.70;55.50
2022;2;2;14;47;17;15.48;33.70;55.50
2022;2;2;14;47;18;15.47;33.70;55.30
2022;2;2;14;47;19;15.47;33.70;55.30
2022;2;2;14;47;20;15.47;33.70;55.30
2022;2;2;14;47;21;15.47;33.70;55.20
2022;2;2;14;47;22;15.47;33.70;55.20
2022;2;2;14;47;8;15.47;33.70;55.10
2022;2;2;14;47;8;15.49;33.70;55.10
2022;2;2;14;47;9;15.49;33.70;55.10
2022;2;2;14;47;10;15.49;33.70;54.80
2022;2;2;14;47;11;15.50;33.70;54.80
2022;2;2;14;47;12;15.51;33.70;54.80
2022;2;2;14;47;13;15.51;33.70;54.80
2022;2;2;14;47;14;15.51;33.70;54.80
2022;2;2;14;47;15;15.50;33.70;54.80
2022;2;2;14;47;15;15.50;33.70;54.80
2022;2;2;14;47;16;15.49;33.70;54.80
2022;2;2;14;47;17;15.49;33.70;54.80
2022;2;2;14;47;18;15.49;33.70;54.90
2022;2;2;14;47;19;15.49;33.70;54.90
2022;2;2;14;47;20;15.50;33.70;54.90
2022;2;2;14;47;21;15.50;33.70;55.00
2022;2;2;14;47;22;15.51;33.70;55.00
2022;2;2;14;47;22;15.51;33.70;55.00
2022;2;2;14;47;23;15.52;33.80;54.90
2022;2;2;14;47;24;15.52;33.80;54.90
2022;2;2;14;47;25;15.51;33.80;54.90
2022;2;2;14;47;37;15.56;33.80;54.70
2022;2;2;14;47;38;15.57;33.80;54.70
2022;2;2;14;47;39;15.58;33.80;54.70
2022;2;2;14;47;40;15.58;33.80;53.80
2022;2;2;14;47;41;15.57;33.80;53.80
2022;2;2;14;47;42;15.56;33.80;53.80
2022;2;2;14;47;43;15.55;33.80;53.80
2022;2;2;14;47;44;15.55;33.80;53.80
2022;2;2;14;47;44;15.53;33.80;53.80
2022;2;2;14;47;45;15.52;33.80;53.70
2022;2;2;14;47;46;15.51;33.80;53.70
2022;2;2;14;47;47;15.50;33.80;53.70
2022;2;2;14;47;48;15.49;33.80;53.70
2022;2;2;14;47;49;15.48;33.80;53.70
2022;2;2;14;47;50;15.47;33.80;53.70
2022;2;2;14;47;50;15.48;33.80;53.70
2022;2;2;14;47;51;15.47;33.80;53.70
2022;2;2;14;47;52;15.47;33.80;53.70
2022;2;2;14;47;53;15.47;33.80;53.70
2022;2;2;14;47;54;15.48;33.80;53.70
2022;2;2;14;47;55;15.47;33.80;53.70
2022;2;2;14;47;56;15.47;33.80;53.60
2022;2;2;14;47;57;15.47;33.80;53.60
2022;2;2;14;47;57;15.46;33.80;53.60
2022;2;2;14;47;58;15.46;33.80;53.60
2022;2;2;14;47;59;15.46;33.80;53.60
2022;2;2;14;48;0;15.46;33.80;53.60
2022;2;2;14;48;1;15.46;33.80;53.60
2022;2;2;14;48;2;15.46;33.80;53.60
2022;2;2;14;48;3;15.47;33.80;53.60
2022;2;2;14;48;4;15.47;33.80;53.50
2022;2;2;14;48;4;15.47;33.80;53.50
2022;2;2;14;48;5;15.47;33.80;53.50
2022;2;2;14;48;6;15.47;33.80;53.50
2022;2;2;14;48;14;15.45;33.80;53.60
2022;2;2;14;48;15;15.45;33.80;53.60
2022;2;2;14;48;15;15.45;33.80;53.60
2022;2;2;14;48;16;15.44;33.80;53.80
2022;2;2;14;48;17;15.44;33.80;53.80
2022;2;2;14;48;18;15.44;33.80;53.80
2022;2;2;14;48;19;15.44;33.80;53.80
2022;2;2;14;48;20;15.45;33.80;53.80
2022;2;2;14;48;21;15.45;33.80;53.80
2022;2;2;14;48;22;15.46;33.80;53.90
2022;2;2;14;48;22;15.48;33.80;53.90
2022;2;2;14;48;23;15.45;33.80;53.90
2022;2;2;14;48;24;15.45;33.80;53.80
2022;2;2;14;48;25;15.45;33.80;53.80
2022;2;2;14;48;26;15.45;33.80;53.80
2022;2;2;14;48;27;15.45;33.80;53.80
2022;2;2;14;48;28;15.45;33.80;53.80
2022;2;2;14;48;29;15.45;33.80;53.80
