2021;12;21;13;56;55;-0.00;95.00;-0.00;0.00;0.00;
2021;12;21;13;56;55;-0.00;-2.66;0.00;0.00;0.00;
2021;12;21;13;56;56;-0.00;143.83;-0.00;0.00;0.00;
2021;12;21;13;56;56;-0.00;-51.48;0.00;0.00;0.00;
2021;12;21;13;56;56;-0.00;241.48;-0.00;0.00;0.00;
2021;12;21;13;56;56;-0.00;143.83;-0.00;28.40;56.00;
2021;12;21;13;56;56;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;56;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;56;-0.00;-2.66;0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;143.83;-0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;46.17;-0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;46.17;-0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;46.17;-0.00;28.40;56.00;
2021;12;21;13;56;57;-0.00;143.83;-0.00;28.40;56.00;
2021;12;21;13;56;58;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;58;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;58;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;58;-0.00;95.00;-0.00;28.40;56.00;
2021;12;21;13;56;58;-0.00;143.83;-0.00;28.40;56.00;
2021;12;21;13;56;58;-0.00;143.83;-0.00;28.40;53.90;
2021;12;21;13;56;58;-0.00;46.17;-0.00;28.40;53.90;
2021;12;21;13;56;58;-0.00;143.83;-0.00;28.40;53.90;
2021;12;21;13;56;59;-0.00;143.83;-0.00;28.40;53.90;
2021;12;21;13;56;59;-0.00;46.17;-0.00;28.40;53.90;
2021;12;21;13;56;59;-0.00;95.00;-0.00;28.40;53.90;
2021;12;21;13;56;59;-0.00;46.17;-0.00;28.40;53.90;
2021;12;21;13;56;59;-0.00;95.00;-0.00;28.40;53.90;
